CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
12.323.955/0001-69;2023-03-01;1;2023-04-17;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3817746;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-04-01;1;2023-05-12;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3849879;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-05-01;1;2023-06-12;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3901522;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-06-01;1;2023-07-13;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3906113;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-07-01;1;2023-08-11;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3906113;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-08-01;1;2023-09-13;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3981857;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-09-01;1;2023-10-13;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;3981857;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-10-01;1;2023-11-16;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;4114063;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-11-01;1;2023-12-13;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;4146197;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.323.955/0001-69;2023-12-01;1;2024-01-15;SABIÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-07-30;INVESTIDOR QUALIFICADO;;4146197;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;45246410000155;Praia de Botafogo;228;9º;Botafogo;Rio de Janeiro;RJ;20091-020;(11) 3524-8888;(11) 2137-8888;0800 605 8888;https://www.genialinvestimentos.com.br/;Structured-Funds@genial.com.vc
12.358.507/0001-09;2023-01-01;1;2023-02-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-02-01;1;2023-03-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-03-01;1;2023-04-17;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-04-01;1;2023-05-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-05-01;1;2023-06-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-06-01;1;2023-07-16;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-07-01;1;2023-08-13;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-08-01;1;2023-09-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-09-01;1;2023-10-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-10-01;1;2023-11-16;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-11-01;1;2023-12-15;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;400235;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.358.507/0001-09;2023-12-01;2;2024-01-29;EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-12-08;INVESTIDOR PROFISSIONAL;BREXTUCTF000;412686.00901651;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;Sala 907;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3500-3000;0800 605 8888;www.bancoplural.com;middleadm@genial.com.vc
12.401.858/0001-47;2023-01-01;1;2023-02-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-02-01;1;2023-03-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-03-01;1;2023-04-17;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-04-01;1;2023-05-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-05-01;1;2023-06-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-06-01;1;2023-07-17;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-07-01;1;2023-08-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-08-01;1;2023-09-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-09-01;1;2023-10-16;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-10-01;1;2023-11-16;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-11-01;1;2023-12-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.401.858/0001-47;2023-12-01;1;2024-01-15;ATRIUM FII;2012-08-15;INVESTIDOR QUALIFICADO;BRATRNCTF005;10;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
12.516.185/0001-70;2023-01-01;1;2023-02-10;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRRMLECTF006;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-02-01;1;2023-03-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRRMLECTF006;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-03-01;1;2023-04-17;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRRMLECTF006;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-04-01;1;2023-05-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-05-01;1;2023-06-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-06-01;1;2023-07-14;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11) 31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
12.516.185/0001-70;2023-07-01;1;2023-08-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;16565259;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.516.185/0001-70;2023-08-01;1;2023-09-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.516.185/0001-70;2023-09-01;1;2023-10-16;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.516.185/0001-70;2023-10-01;1;2023-11-16;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.516.185/0001-70;2023-11-01;1;2023-12-15;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.516.185/0001-70;2023-12-01;1;2024-01-12;VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-07-24;INVESTIDORES EM GERAL;BRVINOCTF001;82826295;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@apexgroup.com
12.681.340/0001-04;2023-01-01;1;2023-02-13;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-02-01;1;2023-03-15;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-03-01;1;2023-04-17;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-04-01;1;2023-05-15;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-05-01;1;2023-06-15;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-06-01;1;2023-07-13;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
12.681.340/0001-04;2023-07-01;1;2023-08-15;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;INVESTIDORES EM GERAL;BRBBRCCTF004;1590000;N;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;S;S;N;S;S;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
